Country Name,Country Code,Indicator Name,Year,Value
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force)",1966,
Middle income,MIC,"Unemployment, total (% of total labor force)",1966,
North America,NAC,"Unemployment, total (% of total labor force)",1966,
OECD members,OED,"Unemployment, total (% of total labor force)",1966,
Other small states,OSS,"Unemployment, total (% of total labor force)",1966,
Pacific island small states,PSS,"Unemployment, total (% of total labor force)",1966,
Post-demographic dividend,PST,"Unemployment, total (% of total labor force)",1966,
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force)",1966,
Small states,SST,"Unemployment, total (% of total labor force)",1966,
South Asia,SAS,"Unemployment, total (% of total labor force)",1966,
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force)",1966,
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force)",1966,
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force)",1966,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force)",1966,
Upper middle income,UMC,"Unemployment, total (% of total labor force)",1966,
World,WLD,"Unemployment, total (% of total labor force)",1966,
Afghanistan,AFG,"Unemployment, total (% of total labor force)",1966,
Albania,ALB,"Unemployment, total (% of total labor force)",1966,
Algeria,DZA,"Unemployment, total (% of total labor force)",1966,
American Samoa,ASM,"Unemployment, total (% of total labor force)",1966,
Andorra,ADO,"Unemployment, total (% of total labor force)",1966,
Angola,AGO,"Unemployment, total (% of total labor force)",1966,
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force)",1966,
Argentina,ARG,"Unemployment, total (% of total labor force)",1966,
Armenia,ARM,"Unemployment, total (% of total labor force)",1966,
Aruba,ABW,"Unemployment, total (% of total labor force)",1966,
Australia,AUS,"Unemployment, total (% of total labor force)",1966,
Austria,AUT,"Unemployment, total (% of total labor force)",1966,
Azerbaijan,AZE,"Unemployment, total (% of total labor force)",1966,
"Bahamas, The",BHS,"Unemployment, total (% of total labor force)",1966,
Bahrain,BHR,"Unemployment, total (% of total labor force)",1966,
Bangladesh,BGD,"Unemployment, total (% of total labor force)",1966,
Barbados,BRB,"Unemployment, total (% of total labor force)",1966,
Belarus,BLR,"Unemployment, total (% of total labor force)",1966,
Belgium,BEL,"Unemployment, total (% of total labor force)",1966,
Belize,BLZ,"Unemployment, total (% of total labor force)",1966,
Benin,BEN,"Unemployment, total (% of total labor force)",1966,
Bermuda,BMU,"Unemployment, total (% of total labor force)",1966,
Bhutan,BTN,"Unemployment, total (% of total labor force)",1966,
Bolivia,BOL,"Unemployment, total (% of total labor force)",1966,
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force)",1966,
Botswana,BWA,"Unemployment, total (% of total labor force)",1966,
Brazil,BRA,"Unemployment, total (% of total labor force)",1966,
British Virgin Islands,VGB,"Unemployment, total (% of total labor force)",1966,
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force)",1966,
Bulgaria,BGR,"Unemployment, total (% of total labor force)",1966,
Burkina Faso,BFA,"Unemployment, total (% of total labor force)",1966,
Burundi,BDI,"Unemployment, total (% of total labor force)",1966,
Cabo Verde,CPV,"Unemployment, total (% of total labor force)",1966,
Cambodia,KHM,"Unemployment, total (% of total labor force)",1966,
Cameroon,CMR,"Unemployment, total (% of total labor force)",1966,
Canada,CAN,"Unemployment, total (% of total labor force)",1966,
Cayman Islands,CYM,"Unemployment, total (% of total labor force)",1966,
Central African Republic,CAF,"Unemployment, total (% of total labor force)",1966,
Chad,TCD,"Unemployment, total (% of total labor force)",1966,
Channel Islands,CHI,"Unemployment, total (% of total labor force)",1966,
Chile,CHL,"Unemployment, total (% of total labor force)",1966,
China,CHN,"Unemployment, total (% of total labor force)",1966,
Colombia,COL,"Unemployment, total (% of total labor force)",1966,
Comoros,COM,"Unemployment, total (% of total labor force)",1966,
"Congo, Dem. Rep.",ZAR,"Unemployment, total (% of total labor force)",1966,
"Congo, Rep.",COG,"Unemployment, total (% of total labor force)",1966,
Costa Rica,CRI,"Unemployment, total (% of total labor force)",1966,
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force)",1966,
Croatia,HRV,"Unemployment, total (% of total labor force)",1966,
Cuba,CUB,"Unemployment, total (% of total labor force)",1966,
Curacao,CUW,"Unemployment, total (% of total labor force)",1966,
Cyprus,CYP,"Unemployment, total (% of total labor force)",1966,
Czech Republic,CZE,"Unemployment, total (% of total labor force)",1966,
Denmark,DNK,"Unemployment, total (% of total labor force)",1966,
Djibouti,DJI,"Unemployment, total (% of total labor force)",1966,
Dominica,DMA,"Unemployment, total (% of total labor force)",1966,
Dominican Republic,DOM,"Unemployment, total (% of total labor force)",1966,
Ecuador,ECU,"Unemployment, total (% of total labor force)",1966,
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force)",1966,
El Salvador,SLV,"Unemployment, total (% of total labor force)",1966,
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",1966,
Eritrea,ERI,"Unemployment, total (% of total labor force)",1966,
Estonia,EST,"Unemployment, total (% of total labor force)",1966,
Ethiopia,ETH,"Unemployment, total (% of total labor force)",1966,
Faroe Islands,FRO,"Unemployment, total (% of total labor force)",1966,
Fiji,FJI,"Unemployment, total (% of total labor force)",1966,
Finland,FIN,"Unemployment, total (% of total labor force)",1966,
France,FRA,"Unemployment, total (% of total labor force)",1966,
French Polynesia,PYF,"Unemployment, total (% of total labor force)",1966,
Gabon,GAB,"Unemployment, total (% of total labor force)",1966,
"Gambia, The",GMB,"Unemployment, total (% of total labor force)",1966,
Georgia,GEO,"Unemployment, total (% of total labor force)",1966,
Germany,DEU,"Unemployment, total (% of total labor force)",1966,
Ghana,GHA,"Unemployment, total (% of total labor force)",1966,
Gibraltar,GIB,"Unemployment, total (% of total labor force)",1966,
Greece,GRC,"Unemployment, total (% of total labor force)",1966,
Greenland,GRL,"Unemployment, total (% of total labor force)",1966,
Grenada,GRD,"Unemployment, total (% of total labor force)",1966,
Guam,GUM,"Unemployment, total (% of total labor force)",1966,
Guatemala,GTM,"Unemployment, total (% of total labor force)",1966,
Guinea,GIN,"Unemployment, total (% of total labor force)",1966,
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force)",1966,
Guyana,GUY,"Unemployment, total (% of total labor force)",1966,
Haiti,HTI,"Unemployment, total (% of total labor force)",1966,
Honduras,HND,"Unemployment, total (% of total labor force)",1966,
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force)",1966,
Hungary,HUN,"Unemployment, total (% of total labor force)",1966,
Iceland,ISL,"Unemployment, total (% of total labor force)",1966,
India,IND,"Unemployment, total (% of total labor force)",1966,
Indonesia,IDN,"Unemployment, total (% of total labor force)",1966,
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force)",1966,
Iraq,IRQ,"Unemployment, total (% of total labor force)",1966,
Ireland,IRL,"Unemployment, total (% of total labor force)",1966,
Isle of Man,IMY,"Unemployment, total (% of total labor force)",1966,
Israel,ISR,"Unemployment, total (% of total labor force)",1966,
Italy,ITA,"Unemployment, total (% of total labor force)",1966,
Jamaica,JAM,"Unemployment, total (% of total labor force)",1966,
Japan,JPN,"Unemployment, total (% of total labor force)",1966,
Jordan,JOR,"Unemployment, total (% of total labor force)",1966,
Kazakhstan,KAZ,"Unemployment, total (% of total labor force)",1966,
Kenya,KEN,"Unemployment, total (% of total labor force)",1966,
Kiribati,KIR,"Unemployment, total (% of total labor force)",1966,
"Korea, Dem. People’s Rep.",PRK,"Unemployment, total (% of total labor force)",1966,
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force)",1966,
Kosovo,KSV,"Unemployment, total (% of total labor force)",1966,
Kuwait,KWT,"Unemployment, total (% of total labor force)",1966,
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force)",1966,
Lao PDR,LAO,"Unemployment, total (% of total labor force)",1966,
Latvia,LVA,"Unemployment, total (% of total labor force)",1966,
Lebanon,LBN,"Unemployment, total (% of total labor force)",1966,
Lesotho,LSO,"Unemployment, total (% of total labor force)",1966,
Liberia,LBR,"Unemployment, total (% of total labor force)",1966,
Libya,LBY,"Unemployment, total (% of total labor force)",1966,
Liechtenstein,LIE,"Unemployment, total (% of total labor force)",1966,
Lithuania,LTU,"Unemployment, total (% of total labor force)",1966,
Luxembourg,LUX,"Unemployment, total (% of total labor force)",1966,
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force)",1966,
"Macedonia, FYR",MKD,"Unemployment, total (% of total labor force)",1966,
Madagascar,MDG,"Unemployment, total (% of total labor force)",1966,
Malawi,MWI,"Unemployment, total (% of total labor force)",1966,
Malaysia,MYS,"Unemployment, total (% of total labor force)",1966,
Maldives,MDV,"Unemployment, total (% of total labor force)",1966,
Mali,MLI,"Unemployment, total (% of total labor force)",1966,
Malta,MLT,"Unemployment, total (% of total labor force)",1966,
Marshall Islands,MHL,"Unemployment, total (% of total labor force)",1966,
Mauritania,MRT,"Unemployment, total (% of total labor force)",1966,
Mauritius,MUS,"Unemployment, total (% of total labor force)",1966,
Mexico,MEX,"Unemployment, total (% of total labor force)",1966,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force)",1966,
Moldova,MDA,"Unemployment, total (% of total labor force)",1966,
Monaco,MCO,"Unemployment, total (% of total labor force)",1966,
Mongolia,MNG,"Unemployment, total (% of total labor force)",1966,
Montenegro,MNE,"Unemployment, total (% of total labor force)",1966,
Morocco,MAR,"Unemployment, total (% of total labor force)",1966,
Mozambique,MOZ,"Unemployment, total (% of total labor force)",1966,
Myanmar,MMR,"Unemployment, total (% of total labor force)",1966,
Namibia,NAM,"Unemployment, total (% of total labor force)",1966,
Nauru,NRU,"Unemployment, total (% of total labor force)",1966,
Nepal,NPL,"Unemployment, total (% of total labor force)",1966,
Netherlands,NLD,"Unemployment, total (% of total labor force)",1966,
New Caledonia,NCL,"Unemployment, total (% of total labor force)",1966,
New Zealand,NZL,"Unemployment, total (% of total labor force)",1966,
Nicaragua,NIC,"Unemployment, total (% of total labor force)",1966,
Niger,NER,"Unemployment, total (% of total labor force)",1966,
Nigeria,NGA,"Unemployment, total (% of total labor force)",1966,
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force)",1966,
Norway,NOR,"Unemployment, total (% of total labor force)",1966,
Oman,OMN,"Unemployment, total (% of total labor force)",1966,
Pakistan,PAK,"Unemployment, total (% of total labor force)",1966,
Palau,PLW,"Unemployment, total (% of total labor force)",1966,
Panama,PAN,"Unemployment, total (% of total labor force)",1966,
Papua New Guinea,PNG,"Unemployment, total (% of total labor force)",1966,
Paraguay,PRY,"Unemployment, total (% of total labor force)",1966,
Peru,PER,"Unemployment, total (% of total labor force)",1966,
Philippines,PHL,"Unemployment, total (% of total labor force)",1966,
Poland,POL,"Unemployment, total (% of total labor force)",1966,
Portugal,PRT,"Unemployment, total (% of total labor force)",1966,
Puerto Rico,PRI,"Unemployment, total (% of total labor force)",1966,
Qatar,QAT,"Unemployment, total (% of total labor force)",1966,
Romania,ROM,"Unemployment, total (% of total labor force)",1966,
Russian Federation,RUS,"Unemployment, total (% of total labor force)",1966,
Rwanda,RWA,"Unemployment, total (% of total labor force)",1966,
Samoa,WSM,"Unemployment, total (% of total labor force)",1966,
San Marino,SMR,"Unemployment, total (% of total labor force)",1966,
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force)",1966,
Saudi Arabia,SAU,"Unemployment, total (% of total labor force)",1966,
Senegal,SEN,"Unemployment, total (% of total labor force)",1966,
Serbia,SRB,"Unemployment, total (% of total labor force)",1966,
Seychelles,SYC,"Unemployment, total (% of total labor force)",1966,
Sierra Leone,SLE,"Unemployment, total (% of total labor force)",1966,
Singapore,SGP,"Unemployment, total (% of total labor force)",1966,
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force)",1966,
Slovak Republic,SVK,"Unemployment, total (% of total labor force)",1966,
Slovenia,SVN,"Unemployment, total (% of total labor force)",1966,
Solomon Islands,SLB,"Unemployment, total (% of total labor force)",1966,
Somalia,SOM,"Unemployment, total (% of total labor force)",1966,
South Africa,ZAF,"Unemployment, total (% of total labor force)",1966,
South Sudan,SSD,"Unemployment, total (% of total labor force)",1966,
Spain,ESP,"Unemployment, total (% of total labor force)",1966,
Sri Lanka,LKA,"Unemployment, total (% of total labor force)",1966,
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force)",1966,
St. Lucia,LCA,"Unemployment, total (% of total labor force)",1966,
St. Martin (French part),MAF,"Unemployment, total (% of total labor force)",1966,
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force)",1966,
Sudan,SDN,"Unemployment, total (% of total labor force)",1966,
Suriname,SUR,"Unemployment, total (% of total labor force)",1966,
